      10       1      48
      0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667  
    -18.69493546   -7.04569010   -2.38110724   -2.38110405    3.67606353    6.96668050    9.00865356    9.00865722    9.28846306   11.97744714  
    -18.67534537   -7.02197775   -2.46096204   -2.42507215    3.70273817    6.99217678    9.01390860    9.09432432    9.32212673   11.90987533  
    -18.61659271   -6.95089189   -2.69148127   -2.55538558    3.78277683    7.06859898    9.03695965    9.33883238    9.41712762   11.71019386  
    -18.51874614   -6.83259049   -3.04969924   -2.76745623    3.91621463    7.19573866    9.08933286    9.56445105    9.70807964   11.38727846  
    -18.38192977   -6.66747860   -3.50649768   -3.05425079    4.10308518    7.37314702    9.17919326    9.75947820   10.15392939   10.95419089  
    -18.20632202   -6.45607230   -4.03306167   -3.40659922    4.34339658    7.60016771    9.31129939   10.00087412   10.42750897   10.62372076  
    -17.99216121   -6.19908250   -4.60490835   -3.81417224    4.63711330    7.87581617    9.48827351    9.82528419   10.28871013   11.07151652  
    -17.73975904   -5.89746732   -5.20262579   -4.26609424    4.98414478    8.19862209    9.16547979    9.71116616   10.62349134   11.46929678  
    -17.44951658   -5.81150982   -5.55244703   -4.75159534    5.38433517    8.46506963    8.56639251    9.97960421   11.00571115   11.81062378  
    -17.12194470   -6.42051843   -5.26054141   -5.16559546    5.83745000    7.73925318    8.97574326   10.29194255   11.43562828   12.10377086  
    -16.75767733   -7.02136929   -5.78348284   -4.73888069    6.34315886    7.00104533    9.42128059   10.64568987   11.91311115   12.36158856  
    -16.35754550   -7.60799619   -6.31200349   -4.27479342    6.26168902    6.90098791    9.89395025   11.03706368   12.43743159   12.59519646  
