      10       1      48
      0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667    0.04166667  
    -18.65968071   -6.74302592   -2.14530862   -2.14530543    3.78832444    7.11912984    9.32665846    9.32666209    9.47084685   12.36018624  
    -18.63996993   -6.71937809   -2.22714533   -2.18915259    3.81515887    7.14484378    9.32623093    9.41253263    9.51047806   12.29109601  
    -18.58085572   -6.64848607   -2.46329873   -2.31911516    3.89567220    7.22192892    9.34252088    9.61307064    9.65670257   12.08705481  
    -18.48240883   -6.53051435   -2.83002780   -2.53064715    4.02988784    7.35020394    9.39252439    9.76413281   10.02242944   11.75746528  
    -18.34475645   -6.36586824   -3.29730447   -2.81676819    4.21782603    7.52928176    9.48313341    9.96030764   10.45807567   11.31612510  
    -18.16808087   -6.15507231   -3.83554639   -3.16837140    4.45948627    7.75859531    9.61776693   10.20160874   10.78037228   10.90860272  
    -17.95262756   -5.89884513   -4.41970706   -3.57518185    4.75483334    8.03730021    9.79833111   10.16891464   10.48884799   11.32969286  
    -17.69871880   -5.59815286   -5.02999555   -4.02636222    5.10378859    8.36414112    9.50020473   10.02555442   10.82289507   11.69935417  
    -17.40677144   -5.65145989   -5.25422580   -4.51115845    5.50622145    8.73725820    8.79152207   10.29895660   11.20441547   12.01759132  
    -17.07731832   -6.27289503   -5.01942019   -4.86864948    5.96193805    8.05821130    9.15380137   10.61689051   11.63375297   12.29590681  
    -16.71102836   -6.88591520   -5.54165604   -4.44340278    6.47066579    7.31334114    9.60926741   10.97690794   12.11083544   12.54732003  
    -16.30878174   -7.48437930   -6.06937698   -3.98098730    6.56812244    7.03201390   10.09615334   11.37530686   12.63500044   12.78179166  
    -15.87172558   -8.06366456   -6.59502105   -3.48463736    5.83158400    7.64541947   10.60119053   11.80690656   13.00537982   13.20471440  
    -15.40138506   -8.62030599   -7.11169045   -2.95841468    5.11109305    8.31004002   11.09973034   12.26436251   13.22044920   13.81704025  
