      13       1       3
          1.0000000000        1.0000000000        1.0000000000  
          0.0427805725       -2.8429934402      -10.7935686897        0.0461971151       13.6331743749        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -0.0000280288        0.0000000000        0.0000000000        0.0000000000  
         -0.0427805725        2.8429934402       10.7935686897       -0.0461971151      -13.6331728573        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000280287        0.0000000000        0.0000000000        0.0000000000  
          0.0000000000        0.0000000000        0.0000005948        0.0000000318       -0.0000015176        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000  
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         -0.0503108431       -2.7986301633      -10.3960246418        0.0499763446       13.0943745769        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -0.0000062435        0.0000000000        0.0000000000        0.0000000000  
          0.0503108431        2.7986301633       10.3960246418       -0.0499763446      -13.0943731450        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000062435        0.0000000000        0.0000000000        0.0000000000  
          0.0000000000        0.0000000000        0.0000005656        0.0000000297       -0.0000014319        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -0.0000000000        0.0000000000        0.0000000000        0.0000000000  
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         -0.0007825214       -2.8235946235      -10.6132742682        0.0479550491       13.3878949293        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0002371312        0.0000000000        0.0000000000        0.0000000000  
          0.0007825214        2.8235946235       10.6132742682       -0.0479550491      -13.3878934509        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -0.0002371312        0.0000000000        0.0000000000        0.0000000000  
          0.0000000000        0.0000000000        0.0000005818        0.0000000308       -0.0000014784        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000  
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
          0.0000270890       -2.8238421478      -10.6163204956        0.0479227106       13.3922451736        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000225877        0.0000000000        0.0000000000        0.0000000000  
         -0.0000270890        2.8238421478       10.6163204956       -0.0479227106      -13.3922436945        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -0.0000225877        0.0000000000        0.0000000000        0.0000000000  
          0.0000000000        0.0000000000        0.0000005820        0.0000000308       -0.0000014791        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000  
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
