       4       1      10
          0.0625000000        0.1875000000        0.1875000000        0.1875000000        0.1875000000        0.3750000000        0.3750000000        0.1875000000        0.0625000000        0.1875000000  
        -14.0182316898      -13.2680197246       -2.9179969388        6.8020247177  
        -13.9400216984      -13.3114458879       -2.4047239466        5.2085594532  
        -13.8083069116      -13.3949077927       -1.3540624013        4.0293017984  
        -13.6578743029      -13.5120915219        0.2555894309        2.3710150326  
        -13.8772438222      -13.3492916526       -1.8832403042        3.6093086355  
        -13.7720722654      -13.4203756457       -0.8234452010        2.5000634753  
        -13.6561405864      -13.5129364785        0.7564194568        1.9304951764  
        -13.7130946398      -13.4652690124        0.2197625798        1.4450210808  
        -13.8345909873      -13.3769496654       -1.3559632254        1.9641968471  
        -13.7685658831      -13.4229885289       -0.3069156989        0.8861219200  
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
